Solution Log - 2025-07-03 14:36:18
==================================================
Problem status: optimal
Objective value: 576.9249159565587

Variable Values:
sppo: 1153.8498319131174
sppp: 1130.8498319131163
sppq: 1153.8498319131174
sppr: 1153.8498319131174
spps: 1153.8498319131174
sppt: 1153.8498319131174
sppu: 1153.8498319131174
sppv: 881.8498319131186
sppw: 1034.8498319131177
sppx: 1153.8498319131174
dmda: 1153.8498319131174
dmdb: 1117.8498319131172
dmdc: 1021.8498319131174
dmdd: 988.8498319131174
dmde: 1152.8498319131172
dmdf: 1049.8498319131174
dmdg: 1153.8498319131174
dmdh: 1153.8498319131174
dmdi: 1005.8498319131176
dmdj: 986.8498319131176
dmdk: 1153.8498319131174
dmdl: 1153.8498319131174
dmdm: 1153.8498319131174
dmdn: 1153.8498319131174
dmdo: 1112.8498319131177
dmdp: 1153.8498319131174
dmdq: 1106.8498319131168
dmdr: 1111.849831913118
dmds: 905.849831913118
dmdt: 999.8498319131174
dmdu: 1152.8498319131174
dmdv: 1153.8498319131174
dmdw: 1153.8498319131177
dmdx: 1022.8498319131176

Solver Statistics:
Solving Time: 130.101137 seconds
Number of LP Iterations: <bound method Model.getNLPIterations of <pyscipopt.scip.Model object at 0x1085164a0>>
Number of Nodes: 106
==================================================
